PATIENT,FIRST_CANCER_DATE,Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,AGE,AGE_AT_DIAGNOSIS,ENCOUNTER_COUNT,LAST_ENCOUNTER_DATE,FOLLOWUP_YEARS,MEDICATION_VALIDATED,PROCEDURE_VALIDATED,VALIDATED_COHORT,VALIDATION_SCORE,PHENOTYPE_CONFIDENCE
42fd2883-6b54-b21d-9ff3-9c0c6abe1666,2001-02-07,42fd2883-6b54-b21d-9ff3-9c0c6abe1666,1961-11-01,,999-37-6458,S99993107,X17098051X,Mrs.,Jane262,Nicolas769,,Hackett68,M,white,nonhispanic,F,Boston  Massachusetts  US,804 Goodwin Mall,Leominster,Massachusetts,Worcester County,1453.0,42.542471955130885,-71.75841941173152,1915372.067,171955.24300000002,61.02943189596167,39.26899383983573,96,2021-05-12 14:59:37,20.257357973990416,False,False,False,1,Low Confidence
430be2f8-b1c7-c4f1-a025-29b5825fc738,1994-06-13,430be2f8-b1c7-c4f1-a025-29b5825fc738,1932-04-04,2018-09-17,999-21-9836,S99926512,X4252914X,Mr.,Rickey821,Kuhlman484,,,M,white,nonhispanic,M,Leominster  Massachusetts  US,755 Luettgen Crossroad,Mansfield Center,Massachusetts,Bristol County,,41.976066347363385,-71.24246151942219,2251908.7769999993,150498.88300000006,90.60643394934976,62.19028062970568,56,2018-09-24 19:23:45,24.281998631074607,False,False,False,1,Low Confidence
431bb47f-4123-afe8-3231-8be0cd6223bd,2011-12-19,431bb47f-4123-afe8-3231-8be0cd6223bd,1934-07-15,2014-11-03,999-51-8930,S99937730,X66170682X,Mr.,Junior695,Weissnat378,,,M,white,nonhispanic,M,Northampton  Massachusetts  US,990 Wuckert Burg Suite 57,West Springfield,Massachusetts,Hampden County,1089.0,42.141010133965466,-72.69139384363004,862162.086,109471.554,88.32854209445586,77.42915811088295,97,2014-11-10 02:40:09,2.8939082819986313,False,True,True,2,Moderate Confidence
433e5e8c-1b1b-aee1-8ec0-8c3e2c87cd92,1987-04-20,433e5e8c-1b1b-aee1-8ec0-8c3e2c87cd92,1927-02-20,2017-12-25,999-54-5650,S99937584,X43390924X,Mr.,Chauncey770,Schulist381,JD,,M,white,nonhispanic,M,Fall River  Massachusetts  US,445 Tillman Manor Apt 12,North Pembroke,Massachusetts,Plymouth County,2358.0,42.11522096483506,-70.75841681850827,2234374.443,253320.43700000015,95.7262149212868,60.16153319644079,64,2018-01-01 07:53:56,30.702258726899384,False,False,False,1,Low Confidence
4354e39e-6dc6-0751-ad8c-c6849569a142,1988-10-26,4354e39e-6dc6-0751-ad8c-c6849569a142,1927-10-01,1993-02-18,999-31-4487,S99952295,X12863189X,Mr.,Jeff859,Kuhlman484,,,M,white,nonhispanic,M,Brookline  Massachusetts  US,730 Donnelly Trailer,Springfield,Massachusetts,Hampden County,1108.0,42.146725732397584,-72.54631908927486,1612871.465,32061.945000000003,95.11567419575633,61.07049965776865,37,1993-02-20 11:24:20,4.3203285420944555,False,True,True,2,Moderate Confidence
437ae1db-4e19-3f70-8462-e8bc36b06ca9,2000-08-28,437ae1db-4e19-3f70-8462-e8bc36b06ca9,1931-12-12,2010-04-15,999-16-6682,S99936289,X69452336X,Mr.,Bruce167,McDermott739,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,142 Donnelly Frontage road,Plymouth,Massachusetts,Plymouth County,2360.0,41.86481110174569,-70.58105140392601,2135707.6115,1003799.4085,90.91854893908283,68.71184120465435,486,2010-04-17 12:29:36,9.634496919917865,True,True,True,3,High Confidence
439d93e2-6cec-805a-644d-fe4ae98670d2,1994-01-03,439d93e2-6cec-805a-644d-fe4ae98670d2,1926-10-18,1994-09-14,999-29-7169,S99957186,X61601171X,Mrs.,Harriett813,Borer986,,Daniel959,M,white,nonhispanic,F,Pembroke  Massachusetts  US,660 Beer Well Apt 97,Somerville,Massachusetts,Middlesex County,2155.0,42.41262177726011,-71.09007813093069,357722.51000000007,1695873.3100000003,96.0684462696783,67.21149897330595,72,1994-09-26 11:46:25,0.7282683093771389,True,True,True,3,High Confidence
43b91a01-85dd-a3cd-0f01-825e07d172e0,1976-12-09,43b91a01-85dd-a3cd-0f01-825e07d172e0,1934-04-11,1984-12-24,999-60-3984,S99972233,X39486979X,Mrs.,Stepanie29,Kerluke267,,Goyette777,M,white,nonhispanic,F,Attleboro  Massachusetts  US,174 Lang Ranch Apt 23,South Hadley,Massachusetts,Hampshire County,,42.27009321477161,-72.62242764681264,1393731.957,240719.253,88.5886379192334,42.66392881587954,98,1984-12-26 10:59:22,8.046543463381246,True,True,True,3,High Confidence
43f8ffce-cb94-e326-6a7f-6ef6986e3ab2,2003-10-26,43f8ffce-cb94-e326-6a7f-6ef6986e3ab2,1928-09-16,2007-11-10,999-67-8280,S99998984,X77954576X,Mr.,Melvin857,Beer512,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,546 Conn Club,Malden,Massachusetts,Middlesex County,,42.38526342877552,-71.0250431460681,1893912.625,948979.055,94.15468856947297,75.10746064339493,495,2007-11-11 14:10:13,4.043805612594114,True,True,True,3,High Confidence
43fa2a88-971e-20ad-94c4-f9d07dbe28ed,1994-05-12,43fa2a88-971e-20ad-94c4-f9d07dbe28ed,1942-02-02,1995-05-21,999-49-1742,S99950361,X19473430X,Mr.,Derek111,Bahringer146,,,M,white,nonhispanic,M,Chelsea  Massachusetts  US,459 Murray Lodge,Abington,Massachusetts,Plymouth County,,42.12307362298295,-70.99030288149565,1907675.4275000007,234798.6225,80.77481177275838,52.271047227926076,147,1995-05-29 21:55:15,1.0458590006844628,True,True,True,3,High Confidence
44139e36-54c7-013d-2689-4fd7b7b88b6e,1992-06-12,44139e36-54c7-013d-2689-4fd7b7b88b6e,1922-07-06,2003-09-15,999-42-4583,S99947155,X82294939X,Mr.,Marquis364,Okuneva707,,,S,white,nonhispanic,M,Middleborough  Massachusetts  US,773 McDermott Alley,Fall River,Massachusetts,Bristol County,2723.0,41.70336684086585,-71.16697749526016,2058282.6425,88248.0975,100.35318275154005,69.9356605065024,88,2003-09-25 10:32:55,11.285420944558522,False,True,True,2,Moderate Confidence
442dc617-c7f2-0513-15cd-c35c4efdba73,1988-03-23,442dc617-c7f2-0513-15cd-c35c4efdba73,1923-07-24,,999-82-1454,S99994685,X88893450X,Mr.,Marcos263,Parker433,,,M,black,nonhispanic,M,Dracut  Massachusetts  US,1066 Prohaska View,Boston,Massachusetts,Suffolk County,2124.0,42.37839703729643,-71.02936226441615,2189275.042,201684.708,99.30458590006845,64.66529774127311,668,2022-01-19 02:54:11,33.82614647501711,False,False,False,1,Low Confidence
443875e5-3d79-f683-14b0-91b384301dac,1996-10-24,443875e5-3d79-f683-14b0-91b384301dac,1924-11-05,2004-09-04,999-82-7552,S99918374,X3074670X,Mr.,Domingo513,Vandervort697,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,980 Jakubowski Ramp,Needham,Massachusetts,Norfolk County,2492.0,42.240721435445714,-71.23126969786449,1931792.882,97132.738,98.01779603011636,71.96714579055441,87,2004-09-08 08:04:34,7.874058863791923,True,True,True,3,High Confidence
4459caa7-6ce9-2b26-b7ef-abae8930780f,2011-04-30,4459caa7-6ce9-2b26-b7ef-abae8930780f,1969-12-08,,999-62-3194,S99927299,X59936157X,Mrs.,Kami26,Bernhard322,,Terry864,M,black,nonhispanic,F,Boston  Massachusetts  US,258 Tremblay Ramp Unit 73,Boston,Massachusetts,Suffolk County,2118.0,42.372157953651005,-71.1927174869794,1884930.662,514259.3580000001,52.92813141683778,41.39082819986311,99,2022-01-14 10:53:34,10.710472279260781,False,True,True,2,Moderate Confidence
445b7252-c893-d75e-3655-e69d24729a72,1998-03-30,445b7252-c893-d75e-3655-e69d24729a72,1928-12-16,2012-01-01,999-96-6037,S99912650,X47826511X,Mr.,Samual455,Veum823,,,M,white,nonhispanic,M,Boston  Massachusetts  US,533 Nikolaus Harbor Apt 1,Haverhill,Massachusetts,Essex County,1835.0,42.74593206955695,-71.12151906216148,2026588.8269999996,197550.463,93.90554414784394,69.28405201916496,89,2012-01-08 12:40:51,13.776865160848734,False,True,True,2,Moderate Confidence
44605943-ff0b-5cfd-1f45-9077b2056a44,1998-03-30,44605943-ff0b-5cfd-1f45-9077b2056a44,1931-11-12,2009-01-08,999-21-1005,S99939438,X65790363X,Mr.,Devin82,Simonis280,,,M,black,nonhispanic,M,Beverly  Massachusetts  US,405 Gislason Vale,Harwich,Massachusetts,Barnstable County,,41.68335694815275,-70.03058480436432,2007476.3914999992,189343.79850000027,91.00068446269678,66.3791923340178,65,2009-01-15 16:54:17,10.798083504449007,False,False,False,1,Low Confidence
4479c136-4cd1-381d-e3ec-f73ab5097f88,1980-08-07,4479c136-4cd1-381d-e3ec-f73ab5097f88,1923-01-08,1985-04-08,999-20-1467,S99943031,X85574811X,Mr.,Sherman440,Schoen8,,,M,white,nonhispanic,M,South Yarmouth  Massachusetts  US,963 Hartmann Extension,Braintree,Massachusetts,Norfolk County,,42.202552375207766,-71.03063176897793,1625514.0224999995,788.8274999999999,99.84394250513347,57.57973990417522,64,1985-04-15 10:31:33,4.687200547570157,True,True,True,3,High Confidence
448260ca-5f83-99aa-e12e-b14867dbe724,1988-11-25,448260ca-5f83-99aa-e12e-b14867dbe724,1932-09-01,1999-08-19,999-95-7135,S99925296,X34975356X,Mr.,Keneth579,O'Hara248,,,M,white,nonhispanic,M,Hanson  Massachusetts  US,488 Metz Camp Suite 50,Rutland,Massachusetts,Worcester County,1543.0,42.39459257149048,-71.93416586761167,1730184.8950000005,240939.81500000024,90.19575633127995,56.23271731690623,80,1999-08-26 19:10:09,10.74880219028063,True,False,True,2,Moderate Confidence
44838015-c8ce-ee44-ec66-68d21097404b,1990-08-10,44838015-c8ce-ee44-ec66-68d21097404b,1939-04-24,1994-03-20,999-75-4423,S99964908,X5272615X,Mr.,Bernard308,Franecki195,,,M,white,nonhispanic,M,Lynnfield  Massachusetts  US,809 Johnson Trailer,Springfield,Massachusetts,Hampden County,1105.0,42.09078239567652,-72.5590897423121,1306500.65,825.57,83.55373032169747,51.29637234770705,41,1994-03-22 01:38:44,3.6139630390143735,True,True,True,3,High Confidence
448ff6d1-b2df-577f-4e82-5f4594470871,1992-04-06,448ff6d1-b2df-577f-4e82-5f4594470871,1923-09-03,1993-05-07,999-49-6357,S99951619,X68267853X,Mr.,Shayne60,Jenkins714,,,S,white,nonhispanic,M,South Amherst  Massachusetts  US,775 O'Reilly Dam Unit 4,Lynn,Massachusetts,Essex County,1904.0,42.48852115195108,-70.98590092898569,409722.024,158806.256,99.19233401779603,68.59137577002053,288,1993-05-11 05:59:46,1.0951403148528405,False,True,True,2,Moderate Confidence
44a8958e-0db5-8b29-637a-c1af40b8e2e2,1995-07-05,44a8958e-0db5-8b29-637a-c1af40b8e2e2,1925-03-11,,999-44-1546,S99923487,X40038141X,Mr.,Marc757,Buckridge80,,,M,white,hispanic,M,Taunton  Massachusetts  US,830 Boyer Meadow,Boston,Massachusetts,Suffolk County,2130.0,42.33643174672401,-71.00449454088955,2366655.9035,173017.7765,97.67282683093771,70.31622176591375,30,2021-12-01 17:16:07,26.409308692676248,False,False,False,1,Low Confidence
44b7dd00-7e29-f811-744a-bebff3d9225d,1987-11-07,44b7dd00-7e29-f811-744a-bebff3d9225d,1926-09-10,2003-06-28,999-23-2976,S99958282,X3644261X,Mr.,Hiram237,Jaskolski867,,,M,white,nonhispanic,M,Seabrook  Massachusetts  US,983 Kutch Course Apt 28,Fiskdale,Massachusetts,Worcester County,1518.0,42.12718279015656,-72.12971529460299,2416892.0434999997,59102.60650000001,96.17248459958932,61.158110882956876,60,2003-07-12 05:32:13,15.676933607118412,False,True,True,2,Moderate Confidence
44d8ee81-fb55-5008-9637-bb3fa540bc60,1970-03-11,44d8ee81-fb55-5008-9637-bb3fa540bc60,1931-10-09,1971-10-22,999-90-1811,S99991232,X10976055X,Mr.,Normand813,Russel238,,,M,white,nonhispanic,M,Burlington  Massachusetts  US,911 Weissnat Glen,Springfield,Massachusetts,Hampden County,1013.0,42.11249281836004,-72.56511161375197,282287.41000000003,0.0,91.09377138945928,38.42026009582478,39,1971-10-29 16:07:45,1.6344969199178645,True,True,True,3,High Confidence
44e61e4d-ae86-05e2-8d6b-068172e04880,1966-03-31,44e61e4d-ae86-05e2-8d6b-068172e04880,1922-08-10,2003-09-21,999-43-6027,S99957089,X46958282X,Mrs.,Karima879,Hermiston71,,Johnston597,M,black,nonhispanic,F,Clinton  Massachusetts  US,511 Mraz Stravenue Unit 6,Marshfield,Massachusetts,Plymouth County,,42.09137569969176,-70.70944417018919,2858168.0915,1281978.3384999996,100.25735797399042,43.63860369609856,122,2003-10-03 02:16:19,37.50855578370979,False,True,True,2,Moderate Confidence
45321801-cc01-475f-ef80-c37d24d788c3,1984-09-17,45321801-cc01-475f-ef80-c37d24d788c3,1924-07-21,,999-28-2246,S99982069,X72851369X,Mr.,Gustavo235,Steuber698,,,M,white,nonhispanic,M,Chicopee  Massachusetts  US,1065 Parisian Orchard Unit 50,Lancaster,Massachusetts,Worcester County,,42.43599123891055,-71.72384863795882,2376970.6970000006,180655.08299999996,98.3107460643395,60.158795345653665,70,2021-04-12 11:35:21,36.56673511293634,False,False,False,1,Low Confidence
4546e7f3-8bd6-0c77-fbdc-64a931359900,1996-12-11,4546e7f3-8bd6-0c77-fbdc-64a931359900,1924-08-06,,999-76-4745,S99938901,X2544204X,Mr.,Bernard308,Kessler503,,,S,white,nonhispanic,M,South Ashburnham  Massachusetts  US,774 Kshlerin Stravenue Apt 22,Marion,Massachusetts,Plymouth County,,41.686705855076056,-70.77204566693507,2420391.103,461096.187,98.26694045174538,72.34770704996578,99,2021-10-04 06:55:29,24.813141683778234,False,False,False,1,Low Confidence
4554ff8b-cb85-e369-5ae7-4fb2936a45d3,2008-03-24,4554ff8b-cb85-e369-5ae7-4fb2936a45d3,1928-05-11,2018-07-27,999-24-8722,S99961864,X81995185X,Mr.,Dave764,Ondricka197,,,M,white,nonhispanic,M,Boston  Massachusetts  US,631 Schmeler Ranch,Walpole,Massachusetts,Norfolk County,2081.0,42.14265642121028,-71.29573247101384,2329723.6155,374537.16449999966,94.50513347022587,79.86858316221766,147,2018-08-03 18:17:56,10.360027378507871,False,False,False,1,Low Confidence
45729abc-d89e-f4c4-bf0b-8ca51890f8e6,2011-06-21,45729abc-d89e-f4c4-bf0b-8ca51890f8e6,1950-01-23,,999-18-3700,S99910642,X15755607X,Mr.,Alphonse92,Pfeffer420,,,M,asian,nonhispanic,M,Attleboro  Massachusetts  US,457 Welch Row,Lawrence,Massachusetts,Essex County,1843.0,42.69028088108683,-71.14774956274978,1250791.0059999998,68836.98400000003,72.8021902806297,61.4072553045859,109,2022-01-25 02:50:57,10.598220396988363,False,False,False,1,Low Confidence
459e2958-847a-3c55-ea4a-5a99e0de506b,1989-09-01,459e2958-847a-3c55-ea4a-5a99e0de506b,1927-11-10,1994-05-11,999-92-1375,S99917076,X47327009X,Mr.,Roosevelt595,Hahn503,,,M,white,nonhispanic,M,Natick  Massachusetts  US,317 Abbott Park,Watertown,Massachusetts,Middlesex County,,42.354860384464494,-71.20339950741734,2539550.4,9375.87,95.00616016427105,61.80971937029432,136,1994-05-13 02:41:55,4.695414099931554,False,True,True,2,Moderate Confidence
45a91587-46d8-dc3d-85cb-2bf8c7239ef1,1997-10-11,45a91587-46d8-dc3d-85cb-2bf8c7239ef1,1931-11-27,2021-05-29,999-26-5030,S99963389,X44383435X,Mr.,Shad704,Runte676,,,M,white,nonhispanic,M,Groton  Massachusetts  US,854 Osinski Extension,Sherborn,Massachusetts,Middlesex County,,42.26069052249833,-71.37521561156989,2336555.7895,170427.9305,90.9596167008898,65.87268993839835,130,2021-06-04 19:44:30,23.64681724845996,False,False,False,1,Low Confidence
45f84696-a0c5-783e-5741-565f7b372bff,2003-05-21,45f84696-a0c5-783e-5741-565f7b372bff,1941-07-29,2005-10-17,999-60-8015,S99955974,X18641360X,Mr.,Alfredo17,Niño185,,,M,white,hispanic,M,Santiago de los Caballeros  Santiago  DO,1021 Stark Grove Unit 49,Boston,Massachusetts,Suffolk County,2151.0,42.30996574040164,-71.08831550568696,1675087.664999999,29256.135,81.28952772073922,61.80971937029432,65,2005-10-18 15:24:27,2.412046543463381,False,True,True,2,Moderate Confidence
4623678d-821c-cac0-b4ae-b3cc34f94f58,1994-08-04,4623678d-821c-cac0-b4ae-b3cc34f94f58,1923-04-11,,999-65-9926,S99931779,X1467521X,Mr.,Eugenio846,Raynor401,,,M,white,nonhispanic,M,Beverly  Massachusetts  US,453 Nicolas Terrace,Brockton,Massachusetts,Plymouth County,,42.11088399370307,-71.01355647862735,2369844.9765000003,349138.3535,99.58932238193019,71.31553730321697,93,2022-01-12 15:24:58,27.44147843942505,False,False,False,1,Low Confidence
466d7f4c-0759-6c51-5dd9-ec5e6a768177,1998-05-05,466d7f4c-0759-6c51-5dd9-ec5e6a768177,1926-11-27,2000-10-02,999-65-3825,S99912745,X69386826X,Mr.,Fausto876,Bashirian201,,,M,black,nonhispanic,M,Cambridge  Massachusetts  US,860 Tremblay Lock Suite 76,Swampscott,Massachusetts,Essex County,,42.50101803560599,-70.87042316388938,2381527.0745,226481.7355,95.95893223819301,71.43600273785079,108,2000-10-07 23:59:41,2.425735797399042,True,True,True,3,High Confidence
4672e3cf-7660-9b8d-2823-a7efd431bd70,1993-06-05,4672e3cf-7660-9b8d-2823-a7efd431bd70,1923-11-28,2004-06-08,999-22-3049,S99984784,X78739003X,Mr.,Lyndon118,Gaylord332,,,M,asian,nonhispanic,M,Shanghai  Shanghai Municipality  CN,532 Schowalter Run,Ayer,Massachusetts,Middlesex County,1432.0,42.599673841585854,-71.59357892847066,2168440.6799999997,124488.32,98.95687885010267,69.51950718685832,44,2004-06-10 07:19:18,11.014373716632443,False,False,False,1,Low Confidence
46afc877-4655-512d-9211-d04b58152d0e,1984-10-05,46afc877-4655-512d-9211-d04b58152d0e,1923-08-09,2018-05-23,999-77-3443,S99949496,X78281414X,Mr.,Leo278,Stamm704,,,M,white,nonhispanic,M,Ashfield  Massachusetts  US,856 Kerluke Vista Apt 93,Kingston,Massachusetts,Plymouth County,2364.0,41.93801282457186,-70.7267832279718,2414969.539999999,154380.45,99.26078028747433,61.158110882956876,93,2018-05-31 08:05:13,33.65092402464066,False,False,False,1,Low Confidence
46c7023d-7ddf-658d-e590-62623838d4e0,1994-08-06,46c7023d-7ddf-658d-e590-62623838d4e0,1926-09-10,,999-89-1634,S99939496,X1060472X,Mr.,King743,Pfannerstill264,,,S,white,nonhispanic,M,Quincy  Massachusetts  US,627 Harber Grove Unit 47,Fiskdale,Massachusetts,Worcester County,1518.0,42.10935701735569,-72.14456745916381,2441268.2355000004,142935.10449999996,96.17248459958932,67.90417522245038,99,2022-01-15 05:32:13,27.444216290212182,False,False,False,1,Low Confidence
46d4e874-9dbe-beb4-c42d-16871285e929,1976-05-06,46d4e874-9dbe-beb4-c42d-16871285e929,1926-04-25,1980-03-16,999-29-5303,S99915538,X61157927X,Mrs.,Chrissy459,Ebert178,,Kihn564,M,white,hispanic,F,Easton  Massachusetts  US,184 Corwin Loaf,Brockton,Massachusetts,Plymouth County,2302.0,42.09236131988328,-70.9736100816007,1927112.3389999997,137759.091,96.55030800821355,50.03148528405202,37,1980-03-16 20:25:12,3.8603696098562628,False,True,True,2,Moderate Confidence
472496b8-1b68-b62f-2555-d6230fa0c2b4,2019-11-20,472496b8-1b68-b62f-2555-d6230fa0c2b4,1958-06-11,,999-47-8765,S99980215,X57403962X,Mr.,Rogelio17,Goyette777,,,M,white,nonhispanic,M,Salem  Massachusetts  US,228 Sanford Parade Suite 63,Framingham,Massachusetts,Middlesex County,,42.26873496106318,-71.48413821160517,1702624.5800000003,9362.58,64.42162902121834,61.44284736481862,178,2022-01-12 20:49:31,2.1464750171115674,False,True,True,2,Moderate Confidence
472524d2-40bd-a228-8678-8b6f49a246a8,2003-06-17,472524d2-40bd-a228-8678-8b6f49a246a8,1938-03-28,,999-70-3761,S99992580,X23293121X,Mr.,Todd315,Little434,,,S,asian,nonhispanic,M,Framingham  Massachusetts  US,837 Legros Trailer Unit 59,Ashburnham,Massachusetts,Worcester County,,42.68859538992765,-71.95138575033924,2066175.904,204815.776,84.62696783025325,65.22108145106091,60,2021-10-04 16:38:37,18.299794661190965,False,True,True,2,Moderate Confidence
47570576-b13b-0db0-534d-c3baf3cfe6ea,1995-02-25,47570576-b13b-0db0-534d-c3baf3cfe6ea,1930-07-10,2017-05-12,999-13-4206,S99920398,X34813043X,Mr.,Palmer257,Pouros728,,,S,white,nonhispanic,M,Billerica  Massachusetts  US,568 Schneider Knoll,Reading,Massachusetts,Middlesex County,,42.49885020957878,-71.062436149101,2452149.075499999,1521295.1945,92.34223134839151,64.62970568104038,151,2017-05-18 22:19:10,22.2258726899384,True,True,True,3,High Confidence
47584560-c881-b35e-5b01-b3c728b38ec3,2003-03-12,47584560-c881-b35e-5b01-b3c728b38ec3,1938-12-21,,999-91-1555,S99928024,X45647663X,Mr.,Alec433,Block661,,,M,black,nonhispanic,M,Smith Mills  Massachusetts  US,434 Flatley Corner Unit 17,Hanson,Massachusetts,Plymouth County,,42.03399309926901,-70.82005927794974,2104810.0190000003,217401.10100000023,83.89322381930185,64.22176591375771,48,2021-10-20 23:24:41,18.60917180013689,False,True,True,2,Moderate Confidence
478d7466-e60a-15dc-6da3-1e7d4694ae6d,2021-03-15,478d7466-e60a-15dc-6da3-1e7d4694ae6d,1961-03-05,,999-98-5467,S99964924,X80980216X,Mrs.,Claude750,Mohr916,,Sanford861,M,white,nonhispanic,F,Boston  Massachusetts  US,560 Kris Plaza,Boston,Massachusetts,Suffolk County,2111.0,42.32323633777668,-71.09485552774521,1894030.4000000008,15109.56,61.68925393566051,60.02737850787132,59,2021-10-29 06:03:07,0.6242299794661191,False,True,True,2,Moderate Confidence
479083a1-b53b-b134-afe7-870d12501c1a,1996-01-09,479083a1-b53b-b134-afe7-870d12501c1a,1930-02-17,2010-09-20,999-70-2252,S99972668,X36627559X,Mr.,Raleigh478,Kessler503,,,M,white,hispanic,M,Fitchburg  Massachusetts  US,333 Greenholt Bay Suite 0,Billerica,Massachusetts,Middlesex County,,42.550344539712974,-71.26908449431544,335507.47599999997,78405.124,92.7337440109514,65.89185489390829,87,2010-09-28 00:20:36,14.718685831622176,False,True,True,2,Moderate Confidence
47988d07-b19c-33e3-5ed8-0bfd521977af,2010-09-26,47988d07-b19c-33e3-5ed8-0bfd521977af,1928-03-25,,999-33-9091,S99950533,X15814713X,Mr.,Dennis979,Schaefer657,,,S,white,nonhispanic,M,South Duxbury  Massachusetts  US,999 Bode Ranch,Brookline,Massachusetts,Norfolk County,,42.35013524153679,-71.15393596492636,2315513.5949999997,226377.74499999968,94.63381245722108,82.50513347022587,61,2021-11-29 06:10:41,11.175906913073238,False,False,False,1,Low Confidence
47a6791d-51f9-cff4-7875-80c92cdf3c0a,2005-09-29,47a6791d-51f9-cff4-7875-80c92cdf3c0a,1942-12-22,,999-72-1049,S99981771,X53169486X,Mr.,Darrick836,Rau926,,,M,white,hispanic,M,Methuen  Massachusetts  US,561 Kunze Way Suite 75,Peabody,Massachusetts,Essex County,1940.0,42.493149595350985,-70.98643378792907,1974326.3125,266784.0775,79.89048596851471,62.770704996577685,92,2021-10-20 01:24:42,16.057494866529773,False,True,True,2,Moderate Confidence
47eef47d-d8f5-1a99-a31e-32c96ec959fd,1999-12-26,47eef47d-d8f5-1a99-a31e-32c96ec959fd,1932-09-24,,999-14-3418,S99962085,X76275527X,Mrs.,Tai836,McLaughlin530,,Crist667,M,white,nonhispanic,F,Hanover  Massachusetts  US,716 Bins Rest Apt 75,Taunton,Massachusetts,Bristol County,2718.0,41.86289466514665,-71.00488247293599,2876146.5960000004,528709.544,90.1327857631759,67.25256673511294,172,2021-12-17 09:59:26,21.976728268309376,False,False,False,1,Low Confidence
481ef463-dc1c-9964-59a6-4d974c3fd441,2012-02-11,481ef463-dc1c-9964-59a6-4d974c3fd441,1943-10-31,,999-23-1384,S99961310,X44849516X,Mrs.,Adriane398,Mitchell808,,Bode78,M,white,nonhispanic,F,Mendon  Massachusetts  US,912 Emard Junction,Cambridge,Massachusetts,Middlesex County,2139.0,42.40425401050224,-71.12861261387961,3117042.6969999997,379365.253,79.03353867214237,68.2819986310746,63,2021-07-12 01:10:54,9.415468856947296,True,True,True,3,High Confidence
48273dc0-23f2-5da4-e149-e3dbbe142248,1995-01-11,48273dc0-23f2-5da4-e149-e3dbbe142248,1932-03-09,1996-08-08,999-51-3698,S99940976,X35239523X,Mr.,Cleveland582,Carter549,,,S,white,nonhispanic,M,Blackstone  Massachusetts  US,1068 Carter Drive Suite 17,New Bedford,Massachusetts,Bristol County,2744.0,41.70313203515773,-70.91737684872959,2308680.2649999997,8724.345,90.6776180698152,62.841889117043124,140,1996-08-14 21:46:21,1.5906913073237507,False,True,True,2,Moderate Confidence
483698c3-1f4c-4ab8-2be9-4eccf24d0731,1992-04-29,483698c3-1f4c-4ab8-2be9-4eccf24d0731,1927-02-08,1998-09-21,999-18-9407,S99934312,X52895678X,Mr.,Curtis94,Zulauf375,,,M,white,nonhispanic,M,Boston  Massachusetts  US,266 Bogan Road Apt 45,Hudson,Massachusetts,Middlesex County,,42.34716550595196,-71.5939264106487,1789336.715,580128.775,95.75906913073237,65.22108145106091,76,1998-09-22 14:08:15,6.398357289527721,True,True,True,3,High Confidence
483c3b53-d8cc-ef4f-1536-c875351cfc03,2019-09-13,483c3b53-d8cc-ef4f-1536-c875351cfc03,1954-06-24,,999-89-2630,S99999782,X40237029X,Mr.,Warren653,Steuber698,,,M,white,nonhispanic,M,Mansfield  Massachusetts  US,1080 Daniel Rest Apt 5,Essex,Massachusetts,Essex County,1929.0,42.60922126781351,-70.80436930348436,1781484.6024999998,29130.99750000001,68.38603696098562,65.22108145106091,73,2022-01-12 20:03:36,2.3326488706365502,False,True,True,2,Moderate Confidence
485aad0c-393e-de08-fac4-d50ca4fc9570,1977-06-20,485aad0c-393e-de08-fac4-d50ca4fc9570,1929-02-23,1980-12-10,999-23-2863,S99935666,X64180346X,Mr.,Lewis216,Mitchell808,,,S,white,nonhispanic,M,Littleton Common  Massachusetts  US,664 Ziemann Run Suite 38,Framingham,Massachusetts,Middlesex County,1701.0,42.32642174553141,-71.45956052839594,2052424.9475000007,4404.0225,93.71663244353182,48.32032854209446,73,1980-12-13 16:29:07,3.482546201232033,True,True,True,3,High Confidence
48631198-5ed3-ecde-ee0e-ed9eb39f1638,1991-07-23,48631198-5ed3-ecde-ee0e-ed9eb39f1638,1924-04-21,1992-12-18,999-28-7532,S99979503,X57757372X,Mr.,Jerrold404,McClure239,,,M,white,nonhispanic,M,Boston  Massachusetts  US,330 Douglas Manor Apt 85,Weston,Massachusetts,Middlesex County,,42.31326641732305,-71.30868164325409,2164190.1099999994,16178.2,98.55989048596851,67.25256673511294,55,1992-12-22 02:11:43,1.4182067077344285,False,True,True,2,Moderate Confidence
